NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
7063,D018282-ZZ-AVG,D018282,음식,품목대표,잔멸치견과류볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,193.96,12.08,12.17,11.11,11.32,7.27,2.8,0.66,0,0,3.81,5.52,173.92,1.07,-,101.76,285.57,239.17,876.32,1.19,0.23,0.48,45.62,15.64,165.28,0,3.72,0.02,0.03,0.16,2.63,36.37,1.55,2.3,13911.54,594.76,1092.12,1232.4,284.69,586.46,620.2,796.41,356.76,1213.15,338.22,83.24,783.29,1529.97,2544.78,711.86,509.64,633.59,67.4,1.27,0,0,0,0,0,0.04,0.9,0.32,0.02,0,0.05,2.8,0.11,0.02,5.34,1.08,0.01,0,0,0.02,0.12,0.01,0.29,0.02,0.01,0.01,0,3.32,-,식품영양성분 자료집,식품의약품안전처
7064,D018283-ZZ-AVG,D018283,음식,품목대표,잔멸치고추볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,114.05,22.04,16.64,4,2.86,1.88,0.44,0.26,0.35,0,0.83,3.27,217.6,0.81,-,112.19,371.11,332.53,1030.52,1.78,0.01,0.16,84.47,50.9,110.19,0.84,2.66,0,0.92,0.05,0,60.76,2.38,1.85,12984.24,563.19,1114.06,1216.5,372.52,566.9,664.88,679.21,359.29,847.66,423.96,118.85,863.05,1333.49,2180.11,637,395.07,648.49,163.99,0.71,0,0,0,0,0,0.08,0.46,0.16,0.01,0,0.12,0.5,0.05,0.01,0.81,0.08,0.01,0.04,0,0.03,0.21,0,0.46,0.03,0,0.02,0.01,4.45,-,식품영양성분 자료집,식품의약품안전처
7065,D018284-ZZ-AVG,D018284,음식,품목대표,잔멸치꽈리고추볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,146.65,21.58,12.39,8.74,4.62,2.92,0.1,0.21,0,0,2.61,3.24,221.06,0.65,-,102.69,281.27,159.61,633.08,0.97,0.07,0.12,55.52,33.25,58.71,0,4.51,0,0.28,0.07,1.45,16.55,1.45,3.13,14009.79,634.34,1134.32,1474.41,376.06,584.15,645.71,811.5,361.63,1074.79,432.89,93.57,833.87,1543.23,2233.1,674.78,483.41,618.02,96.97,1.37,0,0,0,0,0,0.06,0.95,0.34,0.03,0,0.06,1.62,0.12,0.02,3.59,0.36,0.04,0,0,0.03,0.18,0.02,0.41,0.06,0.01,0.05,0.01,2.68,-,식품영양성분 자료집,식품의약품안전처
7066,D018285-ZZ-AVG,D018285,음식,품목대표,잔멸치볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,170.46,10.68,21.82,7.1,4.81,6.54,3.01,0.08,0.89,0,2.56,3.23,289.61,0.82,-,151.42,496.04,409.33,1395.79,1.65,0.08,0.17,114.93,108.33,0,1.53,2.79,0,0,0.11,0.67,61.29,0,1.61,19059.01,903.02,1587.87,1776.17,569.86,800.16,931.09,1107.44,556.98,1639.76,609.89,93.89,1143.14,1958.39,2931.02,993.19,599.92,857.22,267.18,1.18,0,0,0,0,0,0.12,0.78,0.27,0.02,0,0.17,0.85,0.1,0.01,1.73,0.19,0.02,0,0,0.05,0.31,0.02,0.64,0.04,0,0.03,0.01,5.58,-,식품영양성분 자료집,식품의약품안전처
7067,D018286-ZZ-AVG,D018286,음식,품목대표,잔멸치풋고추볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,127.82,19.45,14.12,4.16,8.47,5.31,1.28,2.56,1.46,0,0.01,4.16,249.55,0.46,-,166.66,306.92,126.39,1035.08,1.1,0.06,0.12,54.02,82.26,38.32,0,2.83,0,0,0.09,1.11,29.13,1.31,2.16,15252.17,674.07,1281.44,1560.49,405.39,631.7,751.57,926.52,380.26,1119.88,405.39,61.05,925.84,1676.81,2481.44,742.59,528.83,698.89,162.86,0.78,0,0,0,0,0,0.06,0.52,0.18,0.01,0,0.07,0.59,0.05,0.01,1.17,0.12,0.01,0,0,0.03,0.24,0.02,0.53,0.03,0,0.02,0.01,3.8,-,식품영양성분 자료집,식품의약품안전처
7068,D018287-ZZ-AVG,D018287,음식,품목대표,잡채,2020,전국(대표),평균,볶음류,기타 볶음류,200,g,-,-,291.15,132.57,9.41,6.6,48.52,1.45,0.04,1.03,0.1,0,0.28,7.35,72.16,3.3,-,36.88,121.33,401.84,719.68,1.53,0.07,0.42,13.03,0,830.34,0,0.72,0,2.03,0.1,0,22.4,0.17,0,8424.55,358.94,717.48,689.21,176.07,349.46,449.2,417.34,261.61,457.32,240.92,62.97,594.29,845.25,1590.04,446.86,294.61,472.98,45.31,1.09,0,0,0,0,0,0.02,0.73,0.32,0.02,0,0.04,1.77,0.05,0.01,1.87,0.1,0.01,0,0,0.02,0,0,0,0.14,0.06,0.07,0.01,2.9,-,식품영양성분 자료집,식품의약품안전처
7069,D018288-ZZ-AVG,D018288,음식,품목대표,제육볶음,2020,전국(대표),평균,볶음류,육류볶음,250,g,-,-,487.98,167.43,30.37,35.47,11.82,0.94,0.94,0,0,0,0,8.94,54.78,2.74,-,64.59,386.52,924.17,1251.93,5.35,0.3,0.53,50.25,5.07,1592.37,0,2.48,0,0.72,0.73,20.19,56.24,0.53,0,32042.43,1414.88,2570.44,2806.88,723.75,1363.89,1489.74,1762.96,929.86,2528.88,1045.04,238.25,1943.68,3181.78,5097.08,1978.19,1586.58,1380.56,114,10.46,0,0,0,0.02,0.03,0.39,6.55,3.4,0.06,0.01,0.69,11.75,0.91,0.23,6.12,0.34,0.01,0.18,0.06,0.21,0,0.04,0.01,0.15,0.06,0.06,0.04,4.91,-,식품영양성분 자료집,식품의약품안전처
7070,D018289-ZZ-AVG,D018289,음식,품목대표,죽순쇠고기볶음,2020,전국(대표),평균,볶음류,육류볶음,230,g,-,-,276.31,174.55,31.46,12.86,8.69,4.77,4.03,0.55,0.19,0,0,14.47,32.37,3.63,-,32.85,270.33,534.06,492.5,7.73,0.18,0.48,32.59,5.26,40.66,0,1.9,0.12,0,0.51,0,29.12,3.32,41.5,31075.36,1344.47,2532.26,2838.36,705.28,1328.11,1500.41,1574.04,946.83,2181.62,1278.29,138.55,1925.54,3021.17,5363.43,1722.04,1350.12,1324.86,71.24,4.87,0,0,0,0.01,0.01,0.28,2.57,1.98,0.03,0.03,0.12,2.91,0.08,0.01,1.28,0.16,0.01,0,0.02,0.05,0.02,0.04,0,0.29,0.22,0.06,0.01,2.45,-,식품영양성분 자료집,식품의약품안전처
7071,D018290-ZZ-AVG,D018290,음식,품목대표,참치 김치볶음,2020,전국(대표),평균,볶음류,어패류볶음,100,g,-,-,121.88,75.82,8.33,6.68,7.12,1.83,0,1.07,0.56,0,0.21,2.97,40.12,0.67,-,25.93,97.36,290.05,479.74,0.42,0.04,0.11,23.17,0,184.48,0,3.31,0,0.07,0.15,3.08,9.77,0.79,1.42,6503.86,291.82,523.22,611.2,123.84,286,331.9,347.88,490.75,386.87,195.55,39.51,446.37,658.51,1042.24,312.47,115.2,300.52,20.25,0.64,0,0,0,0,0,0.01,0.4,0.19,0.03,0,0.02,2.49,0.12,0.02,1.65,0.25,0.02,0,0,0.01,0.01,0,0.06,0.11,0.03,0.04,0.05,2.06,-,식품영양성분 자료집,식품의약품안전처
7072,D018291-ZZ-AVG,D018291,음식,품목대표,채소떡볶이,2020,전국(대표),평균,볶음류,떡볶이류,200,g,-,-,515.29,74.03,6.24,3.76,114.11,3.94,0.67,1.93,0.91,0,0.43,2.53,27.33,0.48,-,31.29,112.73,188.99,537.97,1.23,0.23,0.64,3.63,0,479.36,0,3.73,0.7,0.3,0.16,0.43,12.59,0,0,6548.64,265.19,576.36,278.46,113.86,349.14,249.74,419.61,107.41,622,179.47,47.46,390.52,676.46,1334.21,280.32,297.39,361.02,0,0.77,0,0,0,0,0,0.01,0.59,0.15,0.01,0,0,0.97,0.05,0.01,1.97,0.17,0,0,0,0,0,0,0,0.04,0,0.02,0.02,1.85,-,식품영양성분 자료집,식품의약품안전처
7073,D018292-ZZ-AVG,D018292,음식,품목대표,콩나물잡채,2020,전국(대표),평균,볶음류,채소류볶음,230,g,-,-,153.12,189.91,4.43,2.22,28.86,21.56,17.4,2.51,1.64,0,0,8.27,81.95,0.94,-,38.2,96.43,340.43,1422.94,0.83,0.19,0.32,10.14,0,792.17,0,1.43,0,0,0.09,0,20.21,0,0,3889.8,154.53,268.69,189.13,42.3,181.68,183.17,231.85,97.02,368.26,124.24,16.59,223.44,611.67,665.8,172.27,153.34,205.79,0,0.28,0,0,0,0,0,0,0.19,0.07,0.01,0,0,0.5,0.02,0.07,0.65,0.12,0,0.01,0,0.02,0,0,0,0.5,0.5,0,0,4.59,-,식품영양성분 자료집,식품의약품안전처
7074,D018293-ZZ-AVG,D018293,음식,품목대표,팔보채,2020,전국(대표),평균,볶음류,기타 볶음류,220,g,-,-,196.98,171.65,27.33,6.39,7.53,4.59,1.59,0.65,0.98,0,1.36,5.52,244.51,3.03,-,203.21,298.86,569.31,1883.99,1.92,0.67,0.51,112.54,3.25,3846.06,0,3.14,0,0,0.2,2.45,53.55,2.53,4.67,25744.63,1028.44,1863.89,1717.65,590.62,993.4,1229.76,1256.4,484.38,2298.38,796.28,197.59,1542.66,2577.86,4389.74,2075.16,1521.08,1181.34,112.15,0.85,0,0,0,0,0,0.01,0.59,0.23,0.02,0,0.03,0.97,0.08,0.03,1.96,0.24,0.01,0.01,0,0.04,0.1,0.01,0.21,0.04,0,0.02,0.02,7.1,-,식품영양성분 자료집,식품의약품안전처
7075,D018294-ZZ-AVG,D018294,음식,품목대표,멸치풋고추볶음,2020,전국(대표),평균,볶음류,어패류볶음,50,g,-,-,94.83,27,10.31,3,6.65,4.51,4.23,0.28,0,0,0,2.41,250.19,2.62,-,82.36,275.48,216.65,672.44,0.86,0.07,0.28,54.74,5.06,65.16,0.5,1.52,0,0.81,0.07,0.16,21.59,0,1.79,8532.51,371.47,662.47,785.49,218.57,359.23,388.96,495.5,230.13,783.72,200.85,43.33,516.11,880.55,1413.98,475.46,297.66,409.01,98.4,0.65,0,0,0,0,0,0.03,0.44,0.17,0.01,0,0.03,0.8,0.05,0.01,1.45,0.13,0.01,0,0,0.01,0.08,0.01,0.19,0.02,0,0.02,0,3.04,-,식품영양성분 자료집,식품의약품안전처
7076,D018295-ZZ-AVG,D018295,음식,품목대표,햄채소볶음,2020,전국(대표),평균,볶음류,육류볶음,220,g,-,-,401.83,144.98,23.04,25.02,21.13,7.32,2.54,2.34,1.53,0,0.91,3.94,74.28,2.14,-,32.32,392.88,499.74,1766.73,2.18,0.15,0.16,29.54,9.86,450.29,0,2.99,0.03,0.86,0.34,0,102,0.47,24.69,23568.03,993.02,1805.41,2009.73,498.75,978.73,792.01,1214.33,636.12,1798.8,596.48,211,1262.92,2289.75,4599.99,1547.88,1268.87,1064.25,71.47,7.91,0,0,0,0.01,0.02,0.26,5.4,2.16,0.05,0.02,0.82,9.63,0.66,0.16,6.37,0.5,0.01,0.08,0.03,0.09,0,0.02,0,0.17,0.04,0.08,0.05,5.83,-,식품영양성분 자료집,식품의약품안전처
7077,D018296-ZZ-AVG,D018296,음식,품목대표,BLT샌드위치,2020,전국(대표),평균,빵류,샌드위치류,220,g,-,-,423.85,147.84,20.9,29.56,18.56,1.31,0,0.85,0.47,0,0,4.28,172.66,1.66,-,32.45,411.6,335.33,786.82,2.2,0.14,0.21,14.12,49.12,361.07,0,8.66,0.24,0.36,0.33,1.17,42.81,0.82,6.31,18070.09,879.74,1548.95,1197.8,442.4,944.67,778.33,1065.54,469.91,1007.92,655.23,210.2,809.53,1512.54,3581.27,677.68,1213.02,1075.38,180.63,7.99,0.05,0.06,0.05,0.12,0.17,0.52,5.03,1.94,0.05,0.03,0.34,7.36,0.47,0.09,5.83,0.64,0.03,0.05,0.02,0.13,0,0.02,0.03,0.15,0.04,0.1,0.02,3.15,-,식품영양성분 자료집,식품의약품안전처
7078,D018297-ZZ-AVG,D018297,음식,품목대표,감자크로켓,2020,전국(대표),평균,빵류,기타 빵류,150,g,-,-,295.63,100.72,8.55,20.89,18.37,2.89,0,1.76,1.12,0,0,2.72,35.94,1.24,-,22.37,120.94,381.24,262.16,0.92,0.14,0.25,11.76,15.68,392.47,0,9.02,0.01,0,0.23,0.37,59.79,0.33,1.25,5920.79,278.08,480.13,394.41,93.34,322.48,262.58,340.02,141.2,333.88,205.49,34.5,297.33,683.33,1168.54,204.08,315.61,365.77,134.66,2.39,0,0,0,0,0.01,0.02,1.67,0.65,0.04,0,0.06,3.29,0.2,0.06,5.63,0.61,0.05,0.01,0,0.07,0,0,0.01,0.1,0.01,0.08,0.01,1.48,-,식품영양성분 자료집,식품의약품안전처
7079,D018298-ZZ-AVG,D018298,음식,품목대표,꽈배기,2020,전국(대표),평균,빵류,기타 빵류,70,g,-,-,272.34,18.85,5.83,14.29,30.1,7.04,3.34,0.75,1.51,0.36,1.08,1.44,77.41,0.56,-,15.65,72.3,85.32,225.13,0.63,0.09,0.24,10.15,21.65,8.33,0,6.13,0.06,0.04,0.09,0.17,33.24,0.11,0,5344.26,202.68,383.2,159.44,79.73,275.73,186.12,245.13,106.76,197.13,113.16,70.6,177.01,266.72,1848.12,181.22,558.77,292.73,11.36,3.15,0.03,0.03,0.03,0.08,0.1,0.33,2.04,0.48,0.04,0.03,0.08,3.19,0.08,0.03,4.62,0.1,0,0,0,0.01,0,0,0,0.08,0.02,0.04,0.01,0.93,-,식품영양성분 자료집,식품의약품안전처
7080,D018299-ZZ-AVG,D018299,음식,품목대표,닭가슴살샌드위치,2020,전국(대표),평균,빵류,샌드위치류,230,g,-,-,551.65,122.25,28.02,27.41,48.21,7.1,0.04,3.58,0.22,1.04,2.21,5.43,133.32,0.39,-,48.89,295.75,459.02,1006.32,1.93,0.13,0.51,53.60,0,278.95,0,21.21,0.37,0.4,0.26,11.26,52.61,0.55,0.88,22616.46,831.23,1868.26,1630.74,449.41,1019.51,1027.82,923.18,661.73,1254.55,516.18,174.5,1213.16,2084.42,5238.9,1012.7,1514.75,1195.42,64.55,7.27,0,0,0,0,0,0.31,4.72,2.14,0.1,0,0.23,10.86,0.83,0.06,12.1,1.3,0.09,0.04,0.01,0.08,0,0,0,0.4,0.16,0.22,0.03,4.1,-,식품영양성분 자료집,식품의약품안전처
7081,D018300-ZZ-AVG,D018300,음식,품목대표,도넛,2020,전국(대표),평균,빵류,도넛류,70,g,-,-,294.22,16.83,4.48,16.75,31.39,8.31,2.24,4.48,1.59,0,0,1.1,7.64,0.44,-,12.61,48.87,55.84,145.12,0.53,0.04,0.34,3.87,3.58,0,0,4.06,0.05,0.12,0.1,0.37,17.61,0,0,4622.41,172.64,343.15,121.73,69.84,238.97,152.09,213.95,91.91,179.17,131.36,74.13,150.89,207.4,1556.88,165.76,521.8,230.76,12.39,3.74,0.02,0.04,0.08,0.11,0.39,0.42,1.97,0.7,0.03,0.02,0.06,3.88,0.11,0.02,6.44,0.04,0,0,0,0.02,0,0,0,0.08,0.01,0.06,0.01,0.55,-,식품영양성분 자료집,식품의약품안전처
7082,D018301-ZZ-AVG,D018301,음식,품목대표,롤케이크,2020,전국(대표),평균,빵류,케이크류,100,g,-,-,311.94,36.12,7.36,11.83,44.01,24.64,20.9,1.41,1.23,0.35,0.75,1.44,31.51,1.13,-,10.09,140.27,98.28,142.89,0.8,0.04,0.13,16.18,23.07,6.25,0,6.31,0.05,0.28,0.22,0.57,37.78,0.61,0.57,6112.23,292.01,563.01,397.97,63.41,339.43,291.2,362.28,120.11,337.12,121.58,24.83,354.13,639.97,1291.33,242.52,235.83,435.52,142.59,1.82,0,0,0,0,0.01,0.01,1.42,0.35,0.03,0,0.08,3.08,0.09,0.03,3.86,0.08,0,0.01,0,0.07,0,0,0.02,0.03,0.01,0.02,0.01,0.68,-,식품영양성분 자료집,식품의약품안전처
7083,D018302-ZZ-AVG,D018302,음식,품목대표,링도넛,2020,전국(대표),평균,빵류,도넛류,100,g,-,-,514.57,10.85,7.85,33.17,46.16,11.6,11.6,0,0,0,0,1.22,50.12,1.04,-,21.24,363.59,175.63,537.42,0.97,0.07,0.33,21.48,4.76,7.48,0,8.97,0.01,0.59,0.39,0.89,21.72,0,0,7158.54,313.37,596.54,299.12,105.14,367.91,295.02,370.07,147.53,315.99,86.48,75.62,320.41,577.09,1941.68,270.41,614.58,461.57,47.22,4.49,0,0,0,0,0,0.03,3.16,1.22,0.08,0,0.01,5.65,0.46,0.12,13.72,1.47,0.12,0.01,0.09,0.03,0,0,0,0.25,0.01,0.17,0.06,1.97,-,식품영양성분 자료집,식품의약품안전처
7084,D018303-ZZ-AVG,D018303,음식,품목대표,마늘빵,2020,전국(대표),평균,빵류,기타 빵류,50,g,-,-,219.12,5.31,6.03,8.79,28.97,3.68,3.68,0,0,0,0,2.14,25.11,0.29,-,14.86,59.45,89.01,259.74,0.55,0.06,0.19,38.79,61.44,164.08,0,0.65,0.23,0.22,0.08,2.88,53.41,0,1.21,5790.68,216.77,411.17,109.67,72.45,298.96,170.99,265.24,114.07,199.17,96.44,68.88,179.16,259.88,2174.52,210.26,660.14,282.9,13.34,4.33,0.07,0.08,0.06,0.15,0.22,0.66,2.16,0.9,0.02,0.05,0.08,1.63,0.08,0.01,1.81,0.03,0,0,0.01,0.01,0,0,0,0.09,0.02,0.06,0.01,0.89,-,식품영양성분 자료집,식품의약품안전처
7085,D018304-ZZ-AVG,D018304,음식,품목대표,머핀,2020,전국(대표),평균,빵류,기타 빵류,130,g,-,-,499.29,25.96,7.45,17.99,76.89,51.55,41.22,4.8,4.58,0.61,0.34,1.44,57.74,0.9,-,18.41,177.99,128.95,534.61,0.59,0.11,0.26,3.83,141.62,45.86,0,0.92,0.02,0,0.1,0.44,20.81,0.19,0,6519.44,270.34,527.83,149.74,125.59,355.71,264.47,355.45,136.23,179.81,127.44,32.11,266.95,442.38,1956.02,233.37,672.58,423.43,76.91,8.92,0.17,0.18,0.14,0.37,0.46,1.5,4.63,1.45,0.02,0.14,0.28,3.35,0.13,0.01,0.65,0.08,0,0.01,0.01,0.04,0.01,0.01,0.01,0.2,0.04,0.13,0.03,1.71,-,식품영양성분 자료집,식품의약품안전처
7086,D018305-ZZ-AVG,D018305,음식,품목대표,모닝빵,2020,전국(대표),평균,빵류,식빵류,70,g,-,-,219.52,20.51,6.65,5.2,36.52,5.58,1.5,2.99,1.09,0,0,1.68,21.21,0.39,-,15.33,68.29,80.42,342.38,0.64,0.03,0.17,24.61,30.39,35.09,0,0.69,0.04,0.6,0.13,0,29.25,0.17,0,6335.57,241.35,532.56,166.07,106.55,351.14,194.04,304.34,127.1,257.95,155.94,97.77,240.86,303.58,1979.38,217.19,708.97,350.78,28.38,2.12,0.01,0.02,0.03,0.06,0.09,0.28,1.25,0.37,0.01,0.03,0.06,1.07,0.04,0.01,0.65,0.05,0,0,0,0.01,0,0,0,0.04,0.01,0.03,0.01,1.11,-,식품영양성분 자료집,식품의약품안전처
7087,D018306-ZZ-AVG,D018306,음식,품목대표,모카빵,2020,전국(대표),평균,빵류,기타 빵류,150,g,-,-,507.78,35.85,12.82,12.08,86.94,18.79,10.19,3.67,4.93,0,0,5.47,134.05,1.46,-,35.27,199.33,258.96,531.15,0.84,0.15,0.5,24.25,49.87,19.7,0,0.69,0.46,0,0.51,0.43,50.23,0.21,1.46,11350.24,474.22,928.56,312.71,58.72,612.23,377.5,525.87,214.99,436.76,216.96,57.82,431.99,640.34,4062.48,429.27,979.18,590.63,78.11,5.64,0.16,0.15,0.1,0.23,0.27,0.86,2.92,0.93,0.02,0.08,0.18,2.25,0.09,0.01,0.79,0.07,0,0,0.01,0.04,0,0,0.01,0.47,0.31,0.16,0.01,2.31,-,식품영양성분 자료집,식품의약품안전처
7088,D018307-ZZ-AVG,D018307,음식,품목대표,베이글,2020,전국(대표),평균,빵류,기타 빵류,120,g,-,-,367.64,34.22,12,6.99,64.18,5.5,0,0,0.45,0,5.05,3.27,143.39,0.91,-,33.39,117.93,131.08,834.26,1.03,0.18,0.38,22.35,0,0,0,2.05,0.05,0.07,0.1,0.37,14.36,0,0,10903.81,352,750.71,249.36,136.92,538.63,318,460.06,202.89,335.31,218.28,144.85,308.39,462.56,4106.1,394.18,1352.48,573.11,0,0.69,0,0,0,0,0,0.01,0.58,0.09,0.01,0,0.02,0.81,0.02,0.01,1.82,0.05,0,0,0,0,0,0,0,0.01,0,0.01,0,2.61,-,식품영양성분 자료집,식품의약품안전처
7089,D018308-ZZ-AVG,D018308,음식,품목대표,불고기버거,2020,전국(대표),평균,빵류,버거류,200,g,-,-,499.77,101.16,27.76,23.04,45.35,0.26,0,0.05,0.2,0,0,7.29,30.78,2.48,-,39.16,234,411.36,676.85,3.52,0.17,0.4,22.05,11.34,27.59,0,7.89,0.19,0.16,0.26,3.09,30.22,0.54,0,22206.59,1057.63,1862.4,1531.66,461.86,991.65,919.11,1114.12,736.23,1389.68,564.24,103.54,1271.4,1746.25,4515.43,1380.6,1549.57,1011.21,91.86,8.67,0.01,0.02,0.02,0.05,0.07,0.55,5.24,2.67,0.06,0.1,0.49,6.99,0.28,0.05,4.56,0.49,0.04,0.01,0.01,0.05,0.01,0,0.01,0.75,0.37,0.35,0.02,2.69,-,식품영양성분 자료집,식품의약품안전처
7090,D018309-ZZ-AVG,D018309,음식,품목대표,사과파이,2020,전국(대표),평균,빵류,페이스트리류,100,g,-,-,184.65,57.89,2.54,3.91,34.83,7.11,0.73,1.3,4.75,0,0.33,2.33,19.56,0.43,-,7.28,169.15,93.87,204.49,0.91,0.03,0.3,4.60,14.75,16.15,0,0.26,0.14,0,0.02,1.98,3.3,0.12,0.1,1922.65,65.59,188.02,49.02,1.22,108.7,61.01,66.39,41.73,62.93,63.28,13.89,64.66,113.4,665.44,66.84,185.81,104.71,14.39,1.95,0.06,0.05,0.03,0.08,0.1,0.31,1.01,0.31,0.01,0.03,0.06,0.71,0.03,0,0.23,0.02,0,0,0,0.01,0,0,0,0.17,0.11,0.06,0,0.84,-,식품영양성분 자료집,식품의약품안전처
7091,D018310-ZZ-AVG,D018310,음식,품목대표,생크림케이크,2020,전국(대표),평균,빵류,케이크류,100,g,-,-,237.09,55.72,3.45,12.54,27.62,14.49,6.75,3.3,4.33,0.11,0,1.08,42.13,0.58,-,9.19,131.17,106.06,151.11,0.45,0.07,0.13,2.55,26.61,4.52,0,0.61,0.01,0,0.08,0.22,25.18,0.27,1.75,2886.3,132.85,237.17,150.48,67.54,163.03,126.98,171.16,51.65,145.72,105.46,78.09,140.09,263.11,571.75,95.11,179.94,206.18,70.1,8.52,0.02,0.03,0.21,0.24,3.32,1.31,1.6,1.77,0.02,0.01,0.07,0.92,0.05,0.01,0.28,0.02,0,0,0,0.03,0,0,0.01,0.08,0.06,0.01,0,0.68,-,식품영양성분 자료집,식품의약품안전처
7092,D018311-ZZ-AVG,D018311,음식,품목대표,소보로빵,2020,전국(대표),평균,빵류,기타 빵류,70,g,-,-,274.19,13.72,5.79,10.59,38.94,11.68,6.52,0.79,1.2,1.1,2.07,2.06,29.41,0.52,-,15.8,75.07,84.32,277.44,0.48,0.06,0.21,12.32,36.56,11.61,0,0.33,0,0,0.11,0,15.37,0.09,0.28,4865.01,177,378.99,122.01,31.13,262.72,159.97,209.03,83.95,183.28,86.69,6.86,174.62,287.66,1802.68,214.07,378.7,305.65,35.37,4.47,0.13,0.12,0.08,0.2,0.23,0.71,2.23,0.74,0.03,0.07,0.13,2,0.06,0.02,0.56,0.04,0,0,0.01,0.02,0,0,0,0.4,0.25,0.14,0.01,0.97,-,식품영양성분 자료집,식품의약품안전처
7093,D018312-ZZ-AVG,D018312,음식,품목대표,식빵,2020,전국(대표),평균,빵류,식빵류,100,g,-,-,264.36,35.18,9.34,2.6,50.91,1.56,0.04,0.65,0.39,0,0.49,3.47,218.7,0.76,-,25.76,117.48,128.92,468.43,0.78,0.09,0.33,20.04,10.13,7.73,0,0.37,0,0,0.2,0,31,0.1,0.11,7581.05,262.25,590.79,208.25,51.68,411.47,238.29,273.21,157.71,268.82,163.61,57.75,246.89,360.63,2895.08,286.06,698.44,410.12,5.57,1.47,0.04,0.03,0.02,0.05,0.06,0.2,0.8,0.25,0.01,0.02,0.05,0.5,0.02,0,0.46,0.03,0,0,0,0,0,0,0,0.11,0.07,0.03,0,1.97,-,식품영양성분 자료집,식품의약품안전처
7094,D018313-ZZ-AVG,D018313,음식,품목대표,식빵토스트,2020,전국(대표),평균,빵류,크림빵류,100,g,-,-,365.67,24.15,8.78,13.85,51.47,4.5,0,1.05,2.17,0.85,0.43,2.53,46.68,0.69,-,19.08,101.04,113.71,532.65,0.79,0.06,0.29,21.43,5.33,35.69,0,3.3,0.75,0,0.08,1.53,23.61,0,0,8015.57,306.7,599.13,185.21,78.05,413.6,247.75,342.68,148.83,254.36,115.24,92.14,255.4,350.37,2935.17,291.94,976.25,422.73,55.92,6.33,0,0.01,0.04,0.05,0.25,0.26,4.91,0.76,0.04,0.01,0.04,2.5,0.03,0,1.37,0.08,0.01,0,0,0,0,0,0,0.14,0.08,0.05,0.01,1.75,-,식품영양성분 자료집,식품의약품안전처
