시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,평일 운영시간,주말 운영시간,무료주차 가능여부,발렛주차 가능여부,유아의자 대여여부,휠체어 보유여부,애완동물 동반입장 가능여부,채식메뉴 보유여부,할랄음식 여부,글루텐프리 음식여부,최종작성일
커뮤니테이블,음식점/유흥시설,유럽음식,이탈리아,제주특별자치도,서귀포시,월평동,,471-1 번지,월평로,15 번,33.244931,126.459238,63562,제주특별자치도 서귀포시 월평로 15,제주특별자치도 서귀포시 월평동  471-1,0507-1342-1390,화-금 11시-19시,"토 11시-19시,일 11시-16시",무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
커피캄머,음식점/유흥시설,유럽음식,이탈리아,제주특별자치도,서귀포시,대정읍,상모리,3243 번지,상모대서로66번길,17 번,33.227156,126.261308,63510,제주특별자치도 서귀포시 상모대서로66번길 17,제주특별자치도 서귀포시 대정읍 상모리 3243,064-794-3303,정보없음,정보없음,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장가능,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
커피플라워,음식점/유흥시설,유럽음식,이탈리아,전라북도,익산시,부송동,,414-12 번지,무왕로,1250 번,35.960021,126.995521,54557,전라북도 익산시 무왕로 1250,전라북도 익산시 부송동  414-12,063-834-7209,월-금 10시-21시,토-일 10시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨셉키친잘,음식점/유흥시설,인도아시아음식,인도,경기도,성남시 수정구,창곡동,,505 번지,위례광장로,104 번,37.473069,127.141295,13640,경기도 성남시 수정구 위례광장로 104,경기도 성남시 수정구 창곡동  505,0507-1328-3940,화-금 11시-21시30분,토-일 11시-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리로드,음식점/유흥시설,동남아시아음식,태국,경기도,화성시,남양읍,남양리,1268-2 번지,남양시장로,92 번,37.21003,126.819213,18261,경기도 화성시 남양시장로 92,경기도 화성시 남양읍 남양리 1268-2,0507-1313-8608,화-금 11시-23시,토-일 11시-23시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 강남점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,대치동,,937 번지,도곡로,401 번,37.49688,127.053377,6206,서울특별시 강남구 도곡로 401,서울특별시 강남구 대치동  937,02-531-2700,월-금 10시30분-21시,토-일 10시30분-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 경남장유점,음식점/유흥시설,유럽음식,이탈리아,경상남도,김해시,신문동,,1414 번지,장유로,469 번,35.185079,128.829763,51011,경상남도 김해시 장유로 469,경상남도 김해시 신문동  1414,055-900-2356,월-금 11시-20시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 김천점,음식점/유흥시설,유럽음식,이탈리아,경상북도,김천시,율곡동,,661 번지,혁신4로,61 번,36.121457,128.188343,39660,경상북도 김천시 혁신4로 61,경상북도 김천시 율곡동  661,0507-1385-3131,"월,화,목,금 11시-21시",토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 동성로,음식점/유흥시설,유럽음식,이탈리아,대구광역시,중구,봉산동,,2-3 번지,동성로2길,21-5 번,35.866807,128.595925,41942,대구광역시 중구 동성로2길 21-5,대구광역시 중구 봉산동  2-3,0507-1337-4861,"월,화,목,금 11시-21시",토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 롯데백화점동래점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,동래구,온천동,,502-3 번지,중앙대로,1393 번,35.211653,129.077848,47727,부산광역시 동래구 중앙대로 1393,부산광역시 동래구 온천동  502-3,051-668-4088,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 롯데아울렛진주점,음식점/유흥시설,유럽음식,이탈리아,경상남도,진주시,충무공동,,35 번지,동진로,440 번,35.180561,128.139931,52851,경상남도 진주시 동진로 440,경상남도 진주시 충무공동  35,055-791-2408,월-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 부산남포점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,중구,남포동2가,,25-10 번지,구덕로34번길,4 번,35.098283,129.032287,48954,부산광역시 중구 구덕로34번길 4,부산광역시 중구 남포동2가  25-10,051-244-4348,월-금 11시30분-22시,토-일 11시30분-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 부산하단점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,사하구,하단동,,526-6 번지,낙동남로,1413 번,35.106566,128.96627,49311,부산광역시 사하구 낙동남로 1413,부산광역시 사하구 하단동  526-6,051-999-7582,월-금 11시-22시,토-일 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 순천점,음식점/유흥시설,유럽음식,이탈리아,전라남도,순천시,왕지동,,882-12 번지,왕지4길,23 번,34.968055,127.526019,57932,전라남도 순천시 왕지4길 23,전라남도 순천시 왕지동  882-12,061-726-7263,월-금 11시30분-21시30분,토-일 11시30분-21시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 양산점,음식점/유흥시설,유럽음식,이탈리아,경상남도,양산시,물금읍,증산리,1778-4 번지,서들8길,45 번,35.308095,129.008626,50614,경상남도 양산시 서들8길 45,경상남도 양산시 물금읍 증산리 1778-4,055-385-8009,월-금 11시30분-21시,토-일 11시30분-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈 중계점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,노원구,중계동,,361 번지,노원로,330 번,37.64679,127.070941,1746,서울특별시 노원구 노원로 330,서울특별시 노원구 중계동  361,0507-1497-0555,월-금 11시30분-22시,토-일 11시30분-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컨트리맨즈감천점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,사하구,감천동,,803-9 번지,사하로,74 번,35.088745,128.994788,49446,부산광역시 사하구 사하로 74,부산광역시 사하구 감천동  803-9,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컴포 구로구청점,음식점/유흥시설,동남아시아음식,베트남,서울특별시,구로구,구로동,,97-5 번지,가마산로,286 번,37.496668,126.89214,8302,서울특별시 구로구 가마산로 286,서울특별시 구로구 구로동  97-5,0507-1406-3841,화-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
컴피브런치&와인,음식점/유흥시설,유럽음식,이탈리아,경기도,고양시 일산동구,백석동,,1318 번지,호수로,340-38 번,37.63886,126.788542,10449,경기도 고양시 일산동구 호수로 340-38,경기도 고양시 일산동구 백석동 1318,1544-0876,"월-화,목-금 11시-22시","토 10시-22시,일 10시-16시",무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장가능,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케니스 라베니체점,음식점/유흥시설,유럽음식,이탈리아,경기도,김포시,장기동,,2018-2 번지,김포한강2로23번길,10 번,37.642039,126.678515,10090,경기도 김포시 김포한강2로23번길 10,경기도 김포시 장기동  2018-2,0507-1314-4466,"월,수,목,금 11시-23시",토-일 11시-23시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케르반 - 파미에스테이션,음식점/유흥시설,중동음식,터키,서울특별시,서초구,반포동,,118-3 번지,사평대로,205 번,37.504492,127.007845,6545,서울특별시 서초구 사평대로 205,서울특별시 서초구 반포동 118-3 CENTRALCITY 반포천 복개주차장,0507-1316-4767,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케르반 반포점,음식점/유흥시설,중동음식,터키,서울특별시,서초구,반포동,,19-3 번지,신반포로,176 번,37.505258,127.003985,6546,서울특별시 서초구 신반포로 176,서울특별시 서초구 반포동  19-3,0507-1383-2356,월-금 08시-20시,토-일 08시-20시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케르반레스토랑 이태원점,음식점/유흥시설,지중해음식,지중해 터키 중동,서울특별시,용산구,이태원동,,127-2 번지,이태원로,192 번,37.534367,126.995372,4406,서울특별시 용산구 이태원로 192,서울특별시 용산구 이태원동 127-2,0507-1412-4767,월-금 11시-22시,토-일 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케밥타임,음식점/유흥시설,중동음식,터키,경기도,동두천시,보산동,,418-19 번지,평화로,2557 번,37.916058,127.057052,11311,경기도 동두천시 평화로 2557,경기도 동두천시 보산동  418-19,031-858-4740,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케밥탄디르파파카,음식점/유흥시설,중동음식,터키,대구광역시,달성군,논공읍,남리,224-73 번지,논공로9길,10 번,35.728361,128.439229,42978,대구광역시 달성군 논공로9길 10,대구광역시 달성군 논공읍 남리 224-73,0507-1303-1963,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이420,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,야탑동,,342-2 번지,장미로48번길,10 번,37.413053,127.125517,13496,경기도 성남시 분당구 장미로48번길 10,경기도 성남시 분당구 야탑동  342-2,0507-1367-6598,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이사이공,음식점/유흥시설,동남아시아음식,베트남,경기도,광주시,역동,,133-3 번지,역동로,102 번,37.400073,127.254023,12778,경기도 광주시 역동로 102,경기도 광주시 역동  133-3,031-762-1300,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이쏨차이,음식점/유흥시설,동남아시아음식,기타,부산광역시,기장군,정관읍,방곡리,400-4 번지,구연방곡로,91 번,35.324752,129.18974,46019,부산광역시 기장군 구연방곡로 91,부산광역시 기장군 정관읍 방곡리 400-4,051-728-0866,월-금 10시30분-20시30분,토-일 10시30분-20시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이씨필리핀,음식점/유흥시설,동남아시아음식,필리핀,서울특별시,용산구,이태원동,,5-3 번지,회나무로,76 번,37.540521,126.995029,4346,서울특별시 용산구 회나무로 76,서울특별시 용산구 이태원동  5-3,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이쿠치나,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 권선구,금곡동,,1090-5 번지,금곡로118번길,54-3 번,37.271983,126.942727,16388,경기도 수원시 권선구 금곡로118번길 54-3,경기도 수원시 권선구 금곡동  1090-5,0507-1401-3355,"월,수,목,금 12시-22시",토-일 12시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
케이피라인,음식점/유흥시설,동남아시아음식,기타,광주광역시,동구,호남동,,3-8 번지,천변우로,363-21 번,35.148765,126.912015,61479,광주광역시 동구 천변우로 363-21,광주광역시 동구 호남동  3-8,062-234-9257,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
켈리갤러리앤레스토랑,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,방배동,,773-5 번지,방배로42길,20 번,37.494932,126.989666,6584,서울특별시 서초구 방배로42길 20,서울특별시 서초구 방배동  773-5,0507-1369-5803,월-금 10시30분-21시,토-일 10시30분-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코끼리베이글,음식점/유흥시설,동남아시아음식,기타,서울특별시,용산구,보광동,,137-2 번지,서빙고로91길,10 번,37.524381,127.001594,4396,서울특별시 용산구 서빙고로91길 10,서울특별시 용산구 보광동  137-2,02-749-7778,월-금 08시30분-18시30분,토-일 08시30분-18시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코끼리THESALADCAFE,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,석촌동,,241-15 번지,송파대로37길,92 번,37.49893,127.102382,5694,서울특별시 송파구 송파대로37길 92,서울특별시 송파구 석촌동  241-15,0507-1353-4272,월-금 10시-20시30분,토-일 10시-20시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코너타코,음식점/유흥시설,남미음식,멕시코,경기도,남양주시,다산동,,6100-1 번지,다산순환로,397-71 번,37.621461,127.158871,12285,경기도 남양주시 다산순환로 397-71,경기도 남양주시 다산동  6100-1,031-554-0103,화-금 17시-24시,토 17시-24시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코델리아,음식점/유흥시설,유럽음식,이탈리아,경기도,용인시 처인구,김량장동,,301-3 번지,금령로,86 번,37.235162,127.205554,17051,경기도 용인시 처인구 금령로 86,경기도 용인시 처인구 김량장동  301-3,031-334-2766,월-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코드로파라다이스,음식점/유흥시설,동남아시아음식,기타,서울특별시,강남구,신사동,,636-14 번지,언주로172길,12 번,37.527645,127.034687,6017,서울특별시 강남구 언주로172길 12,서울특별시 강남구 신사동  636-14,0507-1349-2799,화-금 10시-22시,토-일 10시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코랄,음식점/유흥시설,동남아시아음식,기타,서울특별시,중구,신당동,,353-21 번지,동호로11길,87 번,37.551673,127.00765,4599,서울특별시 중구 동호로11길 87,서울특별시 중구 신당동  353-21,070-4206-9338,화-금 16시-24시,"토 16시-24시,일 16시-22시",무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코레아노스키친,음식점/유흥시설,남미음식,멕시코,서울특별시,용산구,이태원동,,457-3 번지,녹사평대로40길,46 번,37.5344,126.988196,4345,서울특별시 용산구 녹사평대로40길 46,서울특별시 용산구 이태원동  457-3,02-795-4427,월-금 12시-22시,토-일 12시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코로나,음식점/유흥시설,남미음식,멕시코,광주광역시,북구,용봉동,,159-8 번지,호동로15번길,9 번,35.175652,126.9142,61189,광주광역시 북구 호동로15번길 9,광주광역시 북구 용봉동  159-8,0507-1345-2482,"월-목 17시30분-24시,금 7시30분-03시",토 7시30분-03시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코로비아 레스토랑,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,한남동,,657-155 번지,대사관로,25 번,37.533896,127.001194,4400,서울특별시 용산구 대사관로 25,서울특별시 용산구 한남동 657-155,02-795-9660,정보없음,정보없음,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코리아앤베트남카페,음식점/유흥시설,동남아시아음식,베트남,울산광역시,중구,옥교동,,84-24 번지,젊음의3거리,5 번,35.553518,129.322158,44531,울산광역시 중구 젊음의3거리 5,울산광역시 중구 옥교동  84-24,052-248-2509,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코메야쌀국수,음식점/유흥시설,동남아시아음식,태국,경기도,고양시 일산동구,장항동,,771-1 번지,중앙로1275번길,38-10 번,37.659701,126.770912,10401,경기도 고양시 일산동구 중앙로1275번길 38-10,경기도 고양시 일산동구 장항동  771-1,0507-1348-7097,11시-21시,11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코미세,음식점/유흥시설,동아시아음식,일본,제주특별자치도,서귀포시,서호동,,1615-3 번지,서호중앙로,56-13 번,33.252197,126.521148,63568,제주특별자치도 서귀포시 서호중앙로 56-13,제주특별자치도 서귀포시 서호동 1615-3 제주서귀포혁신도시엘에이치3단지,0507-1484-1114,화-금 11시30분-15시,토-일 11시30분-15시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코바치,음식점/유흥시설,동남아시아음식,기타,서울특별시,영등포구,여의도동,,23-10 번지,국제금융로2길,24 번,37.524303,126.924831,7325,서울특별시 영등포구 국제금융로2길 24,서울특별시 영등포구 여의도동  23-10,070-8801-6346,월-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코벤트가든 올림픽공원점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,방이동,,183-3 번지,위례성대로,128 번,37.512222,127.12584,5638,서울특별시 송파구 위례성대로 128,서울특별시 송파구 방이동  183-3,0507-1401-5565,월-금 11시-21시30분,토-일 11시-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코비즈,음식점/유흥시설,동남아시아음식,기타,충청남도,아산시,둔포면,둔포리,422-11 번지,둔포면로,9 번,36.927785,127.036703,31403,충청남도 아산시 둔포면로 9,충청남도 아산시 둔포면 둔포리 422-11,041-543-9943,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코어타이인디,음식점/유흥시설,동남아시아음식,태국,충청북도,청주시 흥덕구,복대동,,2695 번지,진재로23번길,18-4 번,36.633149,127.428514,28417,충청북도 청주시 흥덕구 진재로23번길 18-4,충청북도 청주시 흥덕구 복대동  2695,0507-1437-5690,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코이,음식점/유흥시설,동남아시아음식,기타,서울특별시,마포구,서교동,,402-14 번지,독막로9길,14 번,37.54896,126.919914,4048,서울특별시 마포구 독막로9길 14,서울특별시 마포구 서교동  402-14,02-712-4095,월-금 11시-22시,토 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코이퓨전,음식점/유흥시설,남미음식,멕시코,서울특별시,강남구,역삼동,,741-47 번지,테헤란로14길,27 번,37.497554,127.033902,6238,서울특별시 강남구 테헤란로14길 27,서울특별시 강남구 역삼동  741-47,070-4647-0833 ,월-금 11시30분-21시,토 17시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코쟁이아,음식점/유흥시설,유럽음식,이탈리아,울산광역시,울주군,범서읍,굴화리,293-18 번지,백천1길,60-2 번,35.556898,129.252786,44933,울산광역시 울주군 백천1길 60-2,울산광역시 울주군 범서읍 굴화리 293-18,052-222-6929,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코지바꼬치,음식점/유흥시설,동남아시아음식,기타,경기도,안산시 단원구,선부동,,1044-16 번지,경일길,27 번,37.345181,126.805001,15219,경기도 안산시 단원구 경일길 27,경기도 안산시 단원구 선부동  1044-16,0507-1418-0329,월-금 12시-24시,토-일 12시-24시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코지하우스 귀산점,음식점/유흥시설,유럽음식,이탈리아,경상남도,창원시 성산구,귀곡동,,654-3 번지,삼귀로,203 번,35.168599,128.600645,51705,경상남도 창원시 성산구 삼귀로 203,경상남도 창원시 성산구 귀곡동  654-3,055-266-6683,월-금 11시30분-21시30분,토-일 11시30분-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코차양꼬치,음식점/유흥시설,동아시아음식,중국,서울특별시,구로구,구로동,,26 번지,새말로,102 번,37.505796,126.891388,8289,서울특별시 구로구 새말로 102,서울특별시 구로구 구로동  26,02-868-8885,월-금 16시-01시,토-일 16시-01시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코카펠라,음식점/유흥시설,북미음식,미국,울산광역시,남구,옥동,,143-10 번지,대공원로97번길,3 번,35.532125,129.294053,44664,울산광역시 남구 대공원로97번길 3,울산광역시 남구 옥동 143-10,0507-1426-0502,"월,수,목,금 11시-21시",토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장가능,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코넛레인,음식점/유흥시설,동남아시아음식,기타,서울특별시,강남구,역삼동,,619-16 번지,테헤란로1길,48 번,37.50142,127.027057,6129,서울특별시 강남구 테헤란로1길 48,서울특별시 강남구 역삼동  619-16,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코넛타이레스토랑,음식점/유흥시설,동남아시아음식,태국,경기도,부천시,상동,,535-9 번지,길주로,115 번,37.506275,126.755312,14542,경기도 부천시 길주로 115,경기도 부천시 상동  535-9,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
